artists,track_name,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
chillwagon,młody tomasz,polish hip hop,0.82,0.589,5,-10.126,0,0.327,0.293,9.16e-06,0.116,0.86,157.959,147342,4
Grubson,Dżungla,polish hip hop,0.667,0.494,5,-9.499,1,0.183,0.642,0.0,0.246,0.427,86.002,269493,4
"Grubson, Krzysztof Zalewski",Złota Kula,polish hip hop,0.756,0.59,2,-8.007,1,0.222,0.182,0.0,0.151,0.788,92.995,235693,4
"Grubson, Marcelina",Jedna z Planet,polish hip hop,0.731,0.573,1,-7.316,1,0.328,0.0106,0.0,0.103,0.576,93.03,216467,4
Grubson,Nie Jestem,polish hip hop,0.569,0.589,1,-7.684,1,0.205,0.369,0.0,0.231,0.604,128.031,322853,4
Grubson,Nowa Fala,polish hip hop,0.649,0.85,4,-6.277,0,0.323,0.15,0.0,0.369,0.484,94.969,252631,4
"Borixon, Kizo, BAHsick",MIŚ,polish hip hop,0.843,0.773,2,-7.262,1,0.247,0.0737,0.0,0.154,0.463,98.993,145758,4
"Dawid, Artysta, Vłodarski, VHS, Zebraodzawsze, zawad",Pakuje Walize,polish viral pop,0.974,0.388,0,-10.714,1,0.141,0.246,0.0,0.127,0.911,119.972,154000,4
OBS,East Clintwood,pop house,0.611,0.947,2,-3.003,1,0.174,0.00932,0.737,0.1,0.0945,127.964,220430,4
Leo Ros,1999,,0.779,0.855,8,-7.608,1,0.321,0.128,0.0,0.111,0.685,170.97,151579,4
"Gedz, SecretiveSuicide, LOAA",Kosmita - SecretiveSuicide x LOAA Remix,polish hip hop,0.885,0.735,6,-5.523,0,0.211,0.238,0.000621,0.0714,0.791,138.995,186475,4
Gedz,Bali,polish hip hop,0.863,0.735,7,-6.057,0,0.149,0.0744,0.0,0.106,0.559,85.028,206118,4
Gedz,Morfina,polish hip hop,0.789,0.578,5,-8.821,0,0.0619,0.134,0.000206,0.144,0.524,110.025,279273,4
Gedz,Otchłań,polish hip hop,0.694,0.641,0,-5.832,0,0.134,0.0648,0.0,0.522,0.292,135.048,192000,4
Gedz,K-Pax,polish hip hop,0.716,0.645,1,-6.924,0,0.0885,0.179,5.12e-05,0.556,0.518,140.125,233143,3
Gedz,Czarny kruk,polish hip hop,0.692,0.61,7,-7.098,0,0.0543,0.142,2.91e-05,0.144,0.354,142.961,247716,4
Gedz,#Hot16Challenge2,polish hip hop,0.789,0.826,11,-5.274,1,0.303,0.0646,0.0,0.436,0.817,154.96,113987,4
CatchUp,Danse Macabre,polish alternative rap,0.787,0.524,8,-9.258,1,0.19,0.246,9.05e-05,0.148,0.264,104.975,137143,4
Kleszcz,Mówili mi,polish hip hop,0.771,0.624,8,-8.153,1,0.101,0.117,0.0,0.124,0.482,90.012,200000,4
"Tony Yoru, Gedz",Tojad,,0.726,0.768,8,-6.291,0,0.0805,0.0804,0.0118,0.104,0.566,86.011,212093,4
ZetHa,Szponty,polish hip hop,0.802,0.668,1,-5.435,1,0.2,0.0258,0.0,0.14,0.23,109.959,209998,4
"Cheatz, Alan",Oczy,polish hip hop,0.65,0.523,1,-10.116,1,0.0918,0.0803,0.0,0.0647,0.0728,88.971,157244,4
"Gedz, Sher7ock, 808Bros",OCB,polish hip hop,0.83,0.669,11,-5.037,1,0.0579,0.0708,1.85e-06,0.0708,0.394,130.019,236308,4
Alan,Trudne Dziecko,polish hip hop,0.716,0.601,11,-7.084,0,0.229,0.102,0.0,0.199,0.353,144.992,195463,4
"Gedz, 808Bros",Leci Nowy Darek,polish hip hop,0.727,0.531,1,-5.668,1,0.103,0.0545,4.39e-05,0.149,0.459,143.065,193007,4
Alan,Placebo,polish hip hop,0.696,0.303,1,-15.094,1,0.539,0.851,0.0,0.201,0.551,165.964,167924,4
"Gedz, Kizo, Oki, Kronkel Dom, CatchUp, LOAA, SHDØW, 808Bros",Panamera - Remix,polish hip hop,0.678,0.788,11,-4.916,0,0.205,0.14,0.0,0.696,0.497,155.915,190770,3
Chivas,Młody Say10,polish hip hop,0.475,0.647,0,-8.289,1,0.244,0.427,0.0,0.113,0.504,90.044,154720,4
Chivas,Jakbym Miał W Ręku Klamkę,polish hip hop,0.722,0.672,5,-6.769,0,0.0636,0.716,0.000151,0.127,0.551,122.932,167204,4
"Gedz, 808Bros",Kamikaze,polish hip hop,0.755,0.482,7,-4.713,0,0.0459,0.0865,4.8e-06,0.14,0.381,150.04,179200,4
"Fukaj, Kubi Producent",To dla ciebie,polish hip hop,0.694,0.62,10,-10.58,0,0.255,0.7,0.0,0.184,0.606,94.992,134560,4
"Fukaj, Kubi Producent, Szczyl",North west connection,polish hip hop,0.535,0.515,10,-9.693,0,0.359,0.113,1.46e-06,0.0765,0.547,119.868,192413,5
"Fukaj, Kubi Producent, Sapi Tha King",POROBIONY WŁADEM,polish hip hop,0.684,0.626,2,-7.243,1,0.243,0.184,0.0,0.122,0.726,155.791,161533,4
"Fukaj, Kubi Producent",Bo mogę,polish hip hop,0.611,0.63,8,-9.107,1,0.193,0.342,0.0,0.221,0.951,163.146,141587,4
"Fukaj, Kubi Producent",ZIEMIA OBIECANA,polish hip hop,0.66,0.572,2,-10.048,1,0.31,0.419,0.0,0.137,0.505,140.017,214323,4
"Fukaj, Kubi Producent",DOM DIABŁA,polish hip hop,0.483,0.85,10,-7.443,0,0.343,0.0729,0.0,0.631,0.709,168.054,167825,4
"Fukaj, Kubi Producent",Bar mleczny,polish hip hop,0.686,0.614,6,-7.105,0,0.356,0.367,0.0,0.321,0.794,86.938,187346,4
"Fukaj, Kubi Producent",Północ,polish hip hop,0.402,0.736,11,-10.594,0,0.348,0.802,0.0,0.342,0.275,83.028,154347,4
"Fukaj, Kubi Producent, Vito Bambino",zatapiamy się,polish hip hop,0.599,0.534,11,-10.32,0,0.194,0.462,0.0,0.322,0.34,139.816,264558,4
"Fukaj, Kubi Producent",nominacja,polish hip hop,0.536,0.73,10,-8.113,0,0.345,0.278,0.0,0.269,0.779,139.455,332187,4
"Da Vosk Docta, Zdechły Osa, MŁODY DZBAN",Till Coffin 2,wave,0.624,0.636,10,-8.009,0,0.271,0.41,0.0,0.133,0.198,79.941,174000,4
"DZIARMA, Kusha",Czarny Bez,polish hip hop,0.849,0.634,1,-5.381,1,0.267,0.169,0.0,0.221,0.615,90.004,177969,4
"Hodak, 2K",Oh Wow,polish alternative rap,0.81,0.276,1,-11.99,1,0.365,0.0925,0.0,0.13,0.282,150.04,196680,4
"Fukaj, Kubi Producent",Marvin Gaye,polish hip hop,0.517,0.825,11,-7.537,0,0.314,0.0569,4.2e-05,0.094,0.797,160.095,167671,4
"Jony, Pako, GUGU GANG, BAHsick",TRAPAPATY 2,polish trap,0.885,0.611,1,-7.704,1,0.408,0.0684,0.0,0.0669,0.563,157.021,194080,4
"Gedz, Tony Yoru, HVZX, Frank Leen, Grrracz",Tryb Samolotowy - Remix,polish hip hop,0.843,0.603,2,-6.057,0,0.0467,0.554,1.35e-05,0.5,0.683,109.992,218182,4
"Waima, Directed by Kooza",intheblood,polish hip hop,0.733,0.627,7,-12.289,0,0.448,0.158,2.76e-06,0.098,0.393,79.724,134934,4
"Gruby Mielzky, UNDADASEA, The Returners",Poprawiny (Bauns Gruby),polish alternative rap,0.842,0.568,9,-8.367,1,0.38,0.00932,0.0,0.356,0.629,92.923,369453,4
Alan,łobuz kocha najbardziej,polish hip hop,0.63,0.626,1,-8.344,1,0.0595,0.719,1.09e-06,0.0953,0.603,169.949,175059,4
Alan,złoty deszcz,polish hip hop,0.903,0.492,10,-10.093,1,0.323,0.389,0.0,0.121,0.346,150.058,132759,4
Alan,smog,polish hip hop,0.818,0.506,5,-10.999,0,0.176,0.325,3.55e-05,0.141,0.318,120.008,162435,4
Alan,wszystko co brałem,polish hip hop,0.645,0.749,2,-10.66,1,0.0608,0.00268,0.00502,0.392,0.18,165.84,165362,4
"Fukaj, charlie moncler",NOCĄ PT. 1,polish hip hop,0.638,0.742,10,-8.592,1,0.362,0.222,0.0,0.0846,0.104,161.059,119954,4
"Fukaj, charlie moncler",PRZEGRAŁEM Z FUKAJEM,polish hip hop,0.676,0.639,10,-7.247,0,0.347,0.325,0.0,0.327,0.663,91.032,214065,4
Elton Aura,Big Brothers,bedroom soul,0.812,0.63,1,-6.528,1,0.243,0.187,0.0,0.0602,0.635,142.995,150847,4
"Jarecki, DJ BRK, Strażak Sam, Twardy Kark",Remiza Funk,polish alternative rap,0.772,0.358,3,-10.723,0,0.35,0.136,0.0,0.193,0.604,95.027,225467,4
"Sosjer, DYM$ON, olzoo",Pale wąs,,0.781,0.452,11,-9.339,0,0.482,0.138,0.0,0.118,0.436,174.101,140338,4
"Aleshen, BAHsick",SKLEJE,polish hip hop,0.773,0.539,1,-11.372,0,0.347,0.104,0.0,0.124,0.625,153.066,139608,4
"Aleshen, BAHsick",FAZUJE,polish hip hop,0.928,0.474,2,-13.174,1,0.421,0.208,0.0,0.0475,0.65,120.09,144000,4
"Aleshen, Pako, ggweely",ADRENALINA,polish hip hop,0.786,0.631,1,-10.588,1,0.0581,0.147,0.0,0.346,0.245,99.98,152400,4
BONES,SawedOff,cloud rap,0.877,0.464,1,-8.962,1,0.0492,0.165,0.75,0.109,0.39,134.971,100258,4
"Miszel, Premixm",wiesz jak jest,polish drill,0.697,0.671,10,-8.315,0,0.06,0.265,0.0,0.245,0.385,145.022,135976,4
"Aleshen, ggweely, vkie",KILKA SNÓW,polish hip hop,0.893,0.515,4,-10.322,1,0.392,0.201,0.0,0.112,0.669,82.518,152814,4
"Aleshen, BAHsick, Duszyn",FON,polish hip hop,0.897,0.49,10,-10.213,1,0.333,0.0404,0.0,0.0459,0.753,150.084,155200,4
"Aleshen, BAHsick, Miszel",PALEJAKCHAM,polish hip hop,0.857,0.517,1,-8.887,1,0.313,0.219,0.0,0.137,0.745,150.048,129600,4
"Aleshen, kapio",SKOK,polish hip hop,0.858,0.493,7,-10.568,1,0.286,0.108,0.0,0.0738,0.589,82.478,141091,4
Mei Bee,Mainstream,,0.756,0.742,9,-3.949,1,0.225,0.206,0.0,0.0837,0.0613,150.136,156800,4
"Arbuz, Ice N' Wise",Niegotowi,,0.821,0.751,0,-5.806,1,0.439,0.252,0.0,0.109,0.687,147.958,109942,4
"Malik Montana, DaChoyce, SRNO, The Plug",Jetlag (feat. The Plug),polish drill,0.823,0.514,7,-7.109,1,0.333,0.117,0.0,0.506,0.521,124.952,126085,4
"ReTo, SecretRank",UA,polish hip hop,0.711,0.491,7,-9.797,0,0.051,0.185,0.0,0.154,0.198,91.061,219120,4
"Kizo, Pusher",OXA,polish hip hop,0.708,0.776,7,-6.005,1,0.331,0.16,0.0,0.0634,0.356,92.836,188387,4
"Malik Montana, Maxwell, OLEK",Chodz,polish drill,0.812,0.739,0,-3.013,1,0.291,0.23,0.0,0.307,0.675,146.255,160248,4
Kizo,Forma,polish hip hop,0.815,0.664,1,-6.462,1,0.276,0.0981,0.0,0.129,0.364,129.998,193846,4
Ben Reilly,Maytag (Tax Free),,0.465,0.67,1,-6.57,1,0.297,0.0181,0.0,0.519,0.553,83.772,165550,4
"Szopeen, Kosi JWP",Graffiti,polish alternative rap,0.739,0.804,1,-6.801,1,0.277,0.329,0.0,0.131,0.689,80.007,190032,4
"SB Maffija, White 2115, Białas, Kinny Zimmer, Bedoes 2115, Pedro, francis",Lawenda,polish hip hop,0.644,0.478,9,-10.407,1,0.0491,0.65,0.0,0.127,0.606,74.937,211873,4
"SB Maffija, Białas, Janusz Walczuk, Adi Nowak, Fukaj, Kinny Zimmer, Kacperczyk, Lanek, Solar, Pedro, francis",WROOBEL DAJ TO GŁOŚNIEJ,polish hip hop,0.83,0.811,8,-7.079,1,0.308,0.0799,0.0,0.101,0.734,144.977,225926,4
"SB Maffija, Kinny Zimmer, Białas, Janusz Walczuk, Beteo, Adi Nowak, Pedro, francis",Za karę,polish hip hop,0.755,0.539,8,-7.08,1,0.194,0.255,1.35e-05,0.19,0.556,147.842,210811,4
"SB Maffija, Lanek, Fukaj, Beteo, White 2115, Pedro, francis",Prometazyna,polish hip hop,0.807,0.555,8,-6.42,1,0.0588,0.765,4.83e-06,0.155,0.517,118.875,178586,4
Teabe,Willy Wonka,polish hip hop,0.828,0.816,7,-6.036,1,0.352,0.38,0.0,0.567,0.409,92.945,167742,4
Waima,Finesse,polish hip hop,0.746,0.632,10,-8.398,0,0.118,0.175,0.0,0.378,0.325,164.011,131402,4
Jacuś,ŻYCIE MIASTA,polish hip hop,0.743,0.91,9,-4.225,1,0.0546,0.127,0.00346,0.393,0.757,141.996,193453,4
"SB Maffija, Białas, Kinny Zimmer, Janusz Walczuk, Fukaj, Lanek, Nypel, Pedro, francis",Droga Pani,polish hip hop,0.857,0.724,9,-6.826,1,0.279,0.0844,0.0,0.378,0.865,150.059,188800,4
"SB Maffija, Kinny Zimmer, Białas, Janusz Walczuk, Solar, Bedoes 2115, Flexxy 2115, Kuqe 2115, Blacha 2115, White 2115, Jan-Rapowanie, Fukaj, Lanek, Pedro, francis",Doba hotelowa,polish hip hop,0.771,0.651,7,-4.846,1,0.191,0.139,0.0,0.0778,0.635,147.013,214660,4
"vkie, White Widow, Macias",NIE MIEJ PRETENSJI,polish trap,0.786,0.469,8,-11.084,1,0.349,0.142,0.0,0.185,0.152,99.037,162652,4
"SB Maffija, Bedoes 2115, White 2115, Kuqe 2115, Flexxy 2115, Blacha 2115, Lanek",Agrest i bez,polish hip hop,0.729,0.496,7,-8.257,0,0.0718,0.565,0.0,0.298,0.855,141.806,239030,4
"SB Maffija, White 2115, Janusz Walczuk, Lanek, Bedoes 2115, Jan-Rapowanie, Kacperczyk, Białas, Adi Nowak, Fukaj, SKUTE BOBO, Beteo, Kinny Zimmer, Solar",Parapetówa,polish hip hop,0.767,0.645,2,-6.91,1,0.175,0.264,9.73e-06,0.105,0.667,76.541,273448,4
Zero 9:36,Left Alone,,0.46,0.894,9,-4.557,0,0.0572,0.00674,0.00661,0.143,0.235,134.019,191533,4
Leo Ros,WWA PLAYA,,0.539,0.838,2,-5.175,1,0.0666,0.000339,0.00425,0.47,0.461,164.928,131590,4
"Diho, Josef Bratan",Antonio Banderas,polish drill,0.825,0.637,0,-7.868,1,0.307,0.033,0.0,0.463,0.296,91.964,133043,4
Freddie Dredd,All Alone,aesthetic rap,0.69,0.88,1,-3.525,1,0.284,0.0384,0.502,0.126,0.813,159.933,174250,4
Freddie Dredd,GTG,aesthetic rap,0.88,0.777,7,-6.875,0,0.125,0.164,0.0171,0.0957,0.974,154.955,93894,4
matiskater,DASZ GŁOWĘ?,polish trap,0.801,0.62,1,-7.814,1,0.224,0.0402,0.0,0.103,0.383,89.982,139757,4
"Aleshen, kidzlori",TRUSTNO1,polish hip hop,0.796,0.557,11,-10.156,0,0.521,0.239,0.0,0.101,0.538,159.877,111000,4
Aleshen,Kocha,polish hip hop,0.827,0.489,1,-9.523,1,0.491,0.171,0.0,0.113,0.502,156.055,152312,4
"Yung Adisz, Aleshen",Dungeon Freestyle,polish trap,0.873,0.643,11,-7.549,0,0.291,0.00494,0.0,0.162,0.63,155.031,151790,4
"Jony, Pako, Aleshen, ggweely",Black,polish trap,0.835,0.58,1,-9.828,0,0.311,0.127,0.0,0.259,0.271,126.102,169524,4
Aleshen,Leje to Do Fanty,polish hip hop,0.92,0.755,4,-5.766,0,0.314,0.0646,0.0,0.0448,0.556,119.984,118031,4
"Aleshen, Pako",nigdy nie ufaj tym ździrom 2,polish hip hop,0.924,0.388,1,-6.642,1,0.411,0.259,0.0,0.0967,0.371,134.009,154030,4
"GUGU GANG, Jony, Pako, Aleshen, BAHsick, ggweely",Finezja,polish trap,0.802,0.572,2,-10.874,1,0.258,0.0614,0.0,0.336,0.748,140.126,215171,4
Rusina,ŚMIECI,polish hip hop,0.694,0.575,5,-9.533,0,0.229,0.37,0.0,0.0935,0.501,138.767,151942,4
vkie,MY KONTRA ONI,polish trap,0.76,0.812,0,-9.248,1,0.376,0.0873,0.0,0.088,0.538,180.085,119961,4
Koneser,Nie umiem inaczej,polish drill,0.672,0.498,4,-12.77,0,0.438,0.129,3e-06,0.0846,0.1,174.023,148965,4
młodyba,NIE JESTEM W STANIE FUNKCJONOWAĆ BEZ GOTÓWKI,polish underground rap,0.818,0.53,7,-8.661,1,0.541,0.0589,0.0,0.159,0.239,162.94,176835,4
"Jony, BAHsick",Nie zarabiam,polish trap,0.745,0.728,5,-9.862,0,0.0437,0.248,9.35e-05,0.271,0.52,144.927,177103,5
Bibič,Cargo,polish drill,0.738,0.423,10,-8.32,0,0.161,0.0972,1.83e-06,0.112,0.139,142.048,126761,4
Alan,tego nie nauczą w szkole,polish hip hop,0.926,0.488,11,-10.673,1,0.352,0.195,0.0,0.115,0.344,124.017,111000,4
Gr4nd,VHS,,0.626,0.728,5,-13.837,0,0.0821,0.447,0.0,0.178,0.672,140.006,222112,4
Gr4nd,Nosebleed,,0.556,0.613,7,-12.272,1,0.0315,0.387,1.14e-06,0.516,0.336,159.964,219320,4
"Gr4nd, Caro",To krakoskie,,0.748,0.609,4,-14.055,0,0.291,0.598,0.0,0.0879,0.399,95.012,238842,4
Gr4nd,Daydreamer,,0.651,0.328,4,-15.075,0,0.147,0.788,0.0843,0.107,0.487,125.04,138240,4
"Gr4nd, mary magdalene, Diøda",HYPERPOP CULTURE,,0.522,0.652,6,-11.979,0,0.0525,0.00121,0.00018,0.15,0.673,168.961,163669,4
BeCeKa,Święta (2021),,0.791,0.589,1,-8.551,0,0.445,0.528,1.59e-06,0.124,0.427,87.891,150909,4
White Widow,NO FACE NO CASE,polish hip hop,0.71,0.517,1,-10.297,1,0.17,0.232,0.0,0.101,0.571,83.014,267752,4
White Widow,RIP KING VON,polish hip hop,0.576,0.818,6,-7.822,0,0.153,0.208,0.0,0.187,0.456,165.719,209194,4
White Widow,JETLAG,polish hip hop,0.83,0.583,10,-10.671,0,0.147,0.12,0.331,0.228,0.423,102.04,191635,4
"Young Multi, White Widow",OSCAR,polish hip hop,0.872,0.72,10,-8.339,0,0.239,0.508,0.0,0.0945,0.512,101.041,204387,4
"White Widow, lil wnyk, vkie",AIRBNB,polish hip hop,0.791,0.594,1,-11.313,1,0.155,0.0402,0.0,0.101,0.542,101.972,178824,4
"Mr. Polska, Abel de Jong",Beemers,polish hip hop,0.739,0.715,0,-5.651,0,0.0409,0.0252,0.0,0.272,0.519,124.946,186341,4
Night Club,Show It 2 Me,industrial pop,0.833,0.708,2,-5.241,1,0.069,0.0865,0.0443,0.103,0.607,102.0,248284,4
Pharmacist,North Memphis,drift phonk,0.715,0.948,1,-5.531,1,0.0574,0.000118,0.861,0.0609,0.951,167.374,136229,4
"GLOOMANΞ, Твоя тень.",Phonk,drift phonk,0.653,0.77,0,-5.924,1,0.0409,0.000401,0.12,0.27,0.596,99.942,96038,4
"Ronnie Ferrari, korweta",Origami,polish hip hop,0.817,0.481,1,-8.116,1,0.348,0.585,5.97e-05,0.103,0.486,91.979,219522,4
Young Multi,BLIK,polish hip hop,0.678,0.67,6,-5.948,0,0.0446,0.187,0.0,0.24,0.211,141.035,153191,4
"Young Multi, Waima",FANTA,polish hip hop,0.794,0.714,4,-5.098,0,0.101,0.211,0.0,0.12,0.156,122.1,212459,4
"Young Multi, Miszel, matiskater",BEZ SERCA,polish hip hop,0.773,0.825,10,-4.664,0,0.167,0.147,2.91e-05,0.19,0.328,127.989,277500,4
"MCS, Gr4nd, DYM$ON, Monopol, Sosjer",WIELKIE PIWO,,0.747,0.776,7,-12.892,1,0.119,0.564,0.0,0.0966,0.748,157.997,206582,4
EH!DE,Nutcracker,brostep,0.629,0.97,4,-4.763,0,0.0513,0.000167,0.402,0.448,0.0399,150.241,204858,4
"Gedz, LOAA, 808Bros",(Pełen) Zasięg,polish hip hop,0.821,0.797,1,-4.56,1,0.159,0.25,0.000186,0.071,0.697,148.997,161074,4
Kill The Noise,Kill The Noise (Part I) - Original Mix,brostep,0.446,0.824,8,-6.761,0,0.0535,0.00798,0.00252,0.0679,0.0456,139.92,470000,4
"Arne, Ramzes",Poranna Rosa,,0.794,0.537,1,-8.482,1,0.319,0.673,0.0,0.111,0.743,146.99,186122,4
Cheatz,4-mmc,polish hip hop,0.887,0.823,0,-5.422,1,0.0468,0.0222,1.1e-06,0.0471,0.539,145.984,119357,4
"Arbuz, Gibson krk, KVBX, Ice N' Wise, JNKSH, Eigus",Ice N' Wise,,0.689,0.86,9,-6.607,0,0.346,0.126,0.0,0.131,0.392,163.99,228000,4
Gawryle,Harnaś ice tea,polish viral pop,0.812,0.71,7,-4.022,0,0.0572,0.584,0.0,0.0611,0.963,115.04,176351,4
"BDF REPRESENT, Słoń, Opał, Floral Bugs, Profesor Smok, Mati Ważny, Chubeats, KODEIN",Posse Cut,,0.556,0.946,1,-3.129,0,0.387,0.0102,0.0,0.157,0.448,85.352,211780,4
Piotr Cartman,styxbottledwater,polish alternative rap,0.758,0.816,1,-3.218,1,0.276,0.218,0.0,0.202,0.295,126.861,183327,4
Joda,Oda do hastlerki,polish hip hop,0.719,0.525,10,-6.086,1,0.283,0.147,0.0,0.0999,0.626,160.103,159467,4
"Fukaj, charlie moncler",Trademark,polish hip hop,0.674,0.8,7,-4.847,1,0.358,0.133,0.0,0.361,0.488,68.248,148304,4
"TUZZA Globale, PVLACE 808 MAFIA, GUNBOI",SMOG,polish alternative rap,0.841,0.682,10,-6.836,0,0.382,0.124,0.0,0.0954,0.715,76.542,135398,4
Blunts & Blondes,Safe and Sound (Rebelution) [Remix],brostep,0.78,0.794,6,-3.222,1,0.18,0.0509,0.0,0.122,0.618,74.958,185600,4
Monxx,Wonk Train,brostep,0.733,0.744,9,-1.291,1,0.237,0.0427,0.0,0.17,0.36,75.018,181608,4
BeCeKa,Sherlock Holmes,,0.806,0.824,1,-4.73,1,0.378,0.298,0.0,0.0841,0.626,121.93,210492,4
"Grubson, DJ BRK",Menu,polish hip hop,0.59,0.702,10,-7.067,0,0.376,0.227,0.0,0.502,0.846,91.667,176360,4
"Astrogxral, White Widow",Full Power,polish underground rap,0.769,0.586,0,-7.545,1,0.296,0.223,0.0,0.0974,0.559,171.899,149312,4
"Öwnboss, Sevek",Move Your Body,brazilian edm,0.848,0.821,2,-5.408,0,0.0527,0.0169,0.000403,0.0962,0.249,125.051,157445,4
Kinny Zimmer,Jazda,polish hip hop,0.792,0.588,7,-10.074,1,0.409,0.0122,0.0,0.344,0.553,154.9,167226,4
"Young Multi, Trill Pem",PRZEKRĘT,polish hip hop,0.746,0.823,6,-5.78,0,0.177,0.426,0.0,0.1,0.405,173.991,181379,4
Jeden,Kolejny level 3,polish trap,0.71,0.7,8,-6.313,1,0.296,0.194,0.0,0.0952,0.265,148.016,182000,4
Kxllswxtch,BLACK LAGOON,dark trap,0.853,0.551,1,-6.159,1,0.324,0.114,0.0,0.149,0.181,86.494,90173,4
"Fukkit, Dutchman",Flash Bang,dark trap,0.812,0.71,10,-6.321,0,0.327,0.0138,0.0,0.132,0.805,84.963,145625,4
"Mlody Korden, Salvador, Young Kai",Kiri Guap,polish trap,0.747,0.693,0,-9.845,1,0.32,0.0238,0.0,0.0951,0.766,83.996,144954,4
"matiskater, Borowy",KAGANIEC,polish trap,0.798,0.467,1,-10.232,1,0.283,0.195,0.0,0.0924,0.37,95.033,163579,4
matiskater,POCAŁUNEK ZE ŚMIERCIĄ,polish trap,0.751,0.701,6,-8.839,0,0.393,0.424,4.34e-05,0.101,0.553,168.017,182000,4
matiskater,USŁYSZYSZ NA MIEŚCIE,polish trap,0.688,0.729,9,-6.17,1,0.165,0.00334,1.64e-05,0.142,0.858,160.021,134504,4
matiskater,NIE CHODZE PO KLUBACH,polish trap,0.742,0.71,1,-9.958,1,0.366,0.167,0.0,0.156,0.758,160.083,156008,4
"matiskater, TRAPLORDPEDRO, JIGGY",MUUUTE,polish trap,0.681,0.681,1,-8.705,1,0.408,0.0285,0.0,0.0963,0.803,159.989,177020,4
matiskater,LET’S GO,polish trap,0.748,0.701,8,-6.696,1,0.272,0.267,0.0,0.107,0.238,175.944,145568,4
"Taco Hemingway, Lanek",Luxembourg,polish hip hop,0.751,0.627,7,-7.338,1,0.357,0.691,1.3e-06,0.0895,0.5,89.518,196947,4
"Gedz, Sarius",247365,polish hip hop,0.537,0.814,1,-5.389,1,0.582,0.19,0.0,0.155,0.314,133.568,261493,4
"Gedz, Miły ATZ",Ghostwriter,polish hip hop,0.806,0.885,1,-4.954,1,0.242,0.0256,0.0,0.0992,0.487,125.045,242039,4
Gedz,Skit o problemach z melanżem (Prod. Grrracz),polish hip hop,0.496,0.551,8,-6.095,1,0.0687,0.0735,0.0,0.249,0.295,89.606,87327,4
Gedz,S&C,polish hip hop,0.769,0.622,10,-8.644,0,0.0906,0.00768,3.65e-05,0.119,0.642,116.014,231800,4
"matiskater, Young Multi",FOKUS (ft. Young Multi),polish trap,0.71,0.571,9,-8.946,0,0.184,0.565,0.0,0.124,0.305,140.097,169701,4
Kizo,Król balu,polish hip hop,0.769,0.464,8,-6.518,1,0.424,0.515,8.52e-06,0.128,0.341,77.522,161032,4
"Jony, BAHsick",DOSIPUNCH,polish trap,0.859,0.664,9,-7.993,1,0.326,0.47,0.0,0.192,0.869,150.119,121600,4
"Whethan, Flux Pavilion, MAX",Savage (feat. Flux Pavilion & MAX),electropop,0.679,0.662,7,-5.861,1,0.0773,0.151,0.0,0.376,0.365,90.054,205333,4
"matiskater, Acidstanek",KWAŚNY DIESEL NIE BENZYNA,polish trap,0.745,0.881,11,-6.803,1,0.336,0.261,2.73e-05,0.068,0.698,87.991,179134,4
"Feno, Ramzes",Ballada Ekologiczna,polish alternative rap,0.764,0.651,0,-4.695,1,0.0992,0.661,0.0,0.0848,0.761,144.02,232270,4
Mata,IKEA (intro),polish hip hop,0.719,0.518,11,-8.966,1,0.221,0.678,0.00233,0.0874,0.718,83.948,142920,4
Floral Bugs,Sport Cygarety,polish hip hop,0.796,0.753,11,-6.572,0,0.273,0.0395,0.0,0.194,0.61,89.954,122112,4
"E V, PSR",Się Zakochałem (Żartowałem),polish hip hop,0.921,0.527,0,-11.923,0,0.394,0.0486,0.0,0.0557,0.545,139.704,97280,4
"Blacha 2115, Chivas, Babinci",Barbie,polish hip hop,0.773,0.593,3,-8.671,0,0.136,0.185,0.0,0.0818,0.674,142.057,141964,4
"RIP SCOTTY, LEEO, Margaret",CANDYFLIP,polish hip hop,0.531,0.784,0,-7.214,0,0.151,0.187,0.0,0.0952,0.491,169.747,163765,4
ZetHa,Hołota,polish hip hop,0.622,0.612,4,-9.565,0,0.424,0.277,0.0,0.135,0.634,86.596,172240,4
"Paluch, Worek",Na Chłodno,polish hip hop,0.873,0.684,1,-7.474,1,0.321,0.115,0.0,0.0975,0.275,101.962,155376,4
Young Multi,ZIOMECZKI ZIOMY,polish hip hop,0.895,0.555,2,-5.082,0,0.126,0.147,0.0,0.0714,0.31,120.033,216000,4
Mata,Szmata,polish hip hop,0.799,0.532,9,-8.022,1,0.171,0.207,3.51e-05,0.0902,0.375,83.945,165653,4
matiskater,WIĘCEJGAZU,polish trap,0.778,0.837,1,-6.806,1,0.29,0.0718,0.0,0.102,0.758,93.048,146000,4
matiskater,#Hot16Challenge2,polish trap,0.916,0.31,11,-13.381,1,0.376,0.434,0.00197,0.117,0.69,95.038,116750,4
"Drabusheyka, matiskater, Litsizzurp",Pająki,,0.845,0.739,0,-5.121,1,0.139,0.71,0.000392,0.0724,0.5,74.973,124534,4
"PeBe, matiskater, Pedris",INTERNATIONAL,,0.81,0.622,0,-8.54,1,0.28,0.0376,0.0,0.125,0.928,160.148,135000,4
